income_year,age,n_samples,est_workforce,mean,p1,p5,p10,p25,p50,p75,p90,p95,p99,at_mean,at_p1,at_p5,at_p10,at_p25,at_p50,at_p75,at_p90,at_p95,at_p99,at_effective_rate_p50
1961,16,213,361774,358.3,10.0,20.0,30.0,60.0,216.3,416.02,780.0,1158.55,2072.88,347.55,9.7,19.4,29.1,58.2,209.81,403.54,756.6,1115.87,1862.47,0.03
1961,17,314,533426,510.96,6.11,35.25,65.0,134.99,324.61,690.19,1150.0,1600.0,2327.21,495.63,5.93,34.19,63.05,130.94,314.87,669.48,1108.0,1522.0,2045.59,0.03
1961,18,438,761346,951.6,22.3,51.4,97.83,300.0,700.13,1376.34,2064.44,2800.0,3543.5,923.05,21.63,49.86,94.9,291.0,679.13,1316.23,1856.4,2386.0,2921.32,0.03
1961,19,552,981312,1493.25,21.84,100.0,200.0,500.0,1170.47,2224.88,3267.09,3610.45,4772.55,1423.79,21.18,97.0,194.0,485.0,1126.83,1971.91,2722.3,2969.31,3782.78,0.0373
1961,20,479,941047,2171.39,26.57,108.7,300.0,846.24,2080.0,3073.99,4000.0,4699.67,6304.89,1933.4,25.77,105.44,291.0,820.85,1867.6,2583.27,3242.0,3731.77,4872.37,0.1021
1961,21,513,963783,2468.47,50.0,300.0,500.0,1200.0,2270.58,3594.02,4593.79,5188.45,6794.03,2147.3,48.5,291.0,485.0,1154.0,2004.82,2957.69,3657.65,4085.57,5209.88,0.117
1961,22,460,856282,2894.39,82.57,296.18,573.35,1384.89,2802.67,4001.95,5111.23,6027.48,7968.64,2453.96,80.09,287.29,556.15,1324.1,2387.92,3243.36,4029.2,4680.96,6005.62,0.148
1961,23,504,959494,3058.8,55.07,233.98,500.0,1500.0,3000.0,4401.47,5400.0,6195.66,8220.94,2572.34,53.42,226.96,485.0,1430.0,2530.0,3523.03,4240.0,4797.01,6169.61,0.1567
1961,24,477,911024,3455.82,60.48,427.87,835.71,1992.65,3300.0,4825.01,6100.0,7118.92,8517.56,2858.19,58.67,415.03,810.64,1804.71,2746.0,3820.26,4731.0,5434.05,6362.41,0.1679
1961,25,519,957128,3823.52,41.5,491.5,780.0,2200.0,3700.0,5000.0,6200.0,7474.7,14360.13,3118.46,40.26,476.75,756.6,1954.0,3032.0,3948.0,4800.0,5679.54,9821.27,0.1805
1961,26,543,1002979,4111.51,126.05,561.13,1000.0,2189.74,4000.0,5489.14,7072.19,8389.78,12942.66,3320.06,122.27,544.3,970.0,1946.61,3242.0,4305.07,5401.81,6279.36,9051.32,0.1895
1961,27,549,1019440,4178.1,50.0,491.2,1000.0,2503.52,4000.0,5500.0,7000.0,8008.11,12477.66,3366.67,48.5,476.46,970.0,2172.53,3242.0,4313.0,5352.0,6031.27,8786.27,0.1895
1961,28,494,924429,4594.71,110.3,649.53,1204.03,3000.0,4400.0,6000.0,7346.78,8514.07,13399.18,3658.3,106.99,630.04,1157.71,2530.0,3522.0,4662.0,5591.28,6360.15,9311.53,0.1995
1961,29,542,986059,4585.61,75.56,400.0,979.83,2500.0,4434.83,6000.0,7918.74,9000.0,12297.47,3651.93,73.29,388.0,950.44,2170.0,3546.38,4662.0,5973.18,6676.0,8683.56,0.2003
1961,30,554,992487,4560.15,67.25,600.39,1093.14,2600.0,4500.0,6000.0,7520.0,9000.0,12599.19,3634.1,65.23,582.38,1055.69,2242.0,3592.0,4662.0,5710.8,6676.0,8855.54,0.2018
1961,31,620,1069067,4915.76,78.83,398.95,1058.66,2772.58,4765.4,6272.77,8576.64,10185.01,17794.35,3886.5,76.47,386.98,1023.97,2366.26,3777.78,4850.21,6400.82,7422.86,11513.46,0.2072
1961,32,605,1041605,4771.86,65.66,444.24,1000.0,2794.48,4527.38,6142.45,8000.0,9615.3,16286.97,3782.3,63.69,430.91,970.0,2382.03,3611.17,4760.29,6026.0,7075.33,10795.75,0.2024
1961,33,607,1054259,4982.65,84.3,500.0,1096.89,2600.0,4616.59,6571.89,9005.55,10200.0,15276.25,3935.33,81.77,485.0,1059.14,2242.0,3673.61,5056.6,6679.61,7432.0,10297.65,0.2043
1961,34,627,1102193,5330.3,161.8,684.08,1201.01,2400.0,4800.0,6698.96,9207.8,10911.19,25312.12,4189.12,156.95,663.56,1154.93,2098.0,3802.0,5144.28,6811.07,7865.83,14562.36,0.2079
1961,35,635,1101904,5216.8,68.92,639.43,1071.58,2621.71,4653.72,6700.0,9138.02,11715.83,20277.97,4106.26,66.85,620.25,1035.85,2257.63,3699.6,5145.0,6765.71,8352.02,12610.75,0.205
1961,36,691,1199914,5028.6,76.18,510.52,1000.0,2727.61,4800.0,6500.0,8166.02,10101.16,19820.24,3968.88,73.89,495.2,970.0,2333.88,3802.0,5007.0,6133.91,7371.71,12418.5,0.2079
1961,37,689,1284002,5380.23,200.0,648.98,1200.0,2974.61,4646.72,7000.0,9624.61,11900.15,24255.42,4225.57,194.0,629.51,1154.0,2511.72,3694.7,5352.0,7081.01,8457.09,14181.95,0.2049
1961,38,656,1152773,5558.94,100.0,500.0,1200.0,2981.38,5000.0,7000.0,9571.16,12364.79,25000.0,4356.03,97.0,485.0,1154.0,2516.59,3948.0,5352.0,7047.25,8721.93,14450.0,0.2104
1961,39,667,1214133,4901.65,150.84,727.77,1225.81,2539.18,4751.64,6500.0,8454.46,10000.0,16813.75,3876.2,146.31,705.94,1177.75,2198.21,3768.15,5007.0,6321.4,7310.0,11048.6,0.207
1961,40,661,1175242,5226.05,150.0,483.75,957.72,2857.59,4790.77,6884.72,9871.37,11321.52,18000.0,4113.02,145.5,469.24,928.99,2427.46,3795.54,5272.46,7231.54,8116.13,11606.0,0.2077
1961,41,707,1256379,5180.99,86.21,500.0,1000.0,2496.0,4800.0,6967.17,9323.57,12000.0,18262.28,4080.12,83.62,485.0,970.0,2167.12,3802.0,5329.35,6886.32,8514.0,11724.03,0.2079
1961,42,635,1110806,5078.36,47.07,412.76,822.05,2500.0,4765.92,6618.2,9000.0,11272.91,18043.84,4005.2,45.66,400.38,797.39,2170.0,3778.14,5088.56,6676.0,8086.48,11625.73,0.2073
1961,43,664,1188731,5310.66,111.18,546.43,1258.85,2776.85,4750.0,6656.38,9630.32,11831.46,19912.7,4174.78,107.84,530.04,1208.14,2369.33,3767.0,5114.9,7084.5,8417.93,12457.33,0.2069
1961,44,657,1160500,5077.07,50.21,487.4,950.0,2392.0,4375.62,6200.0,8679.91,11097.85,21463.98,4004.26,48.7,472.78,921.5,2092.24,3504.93,4800.0,6467.94,7979.69,13108.87,0.199
1961,45,603,1100907,5152.98,72.73,389.53,782.08,2300.0,4179.44,6797.14,9132.61,14000.0,24897.97,4059.68,70.55,377.84,758.62,2026.0,3367.61,5212.03,6762.2,9634.0,14413.27,0.1942
1961,46,691,1276124,5350.42,125.0,511.1,1040.0,2500.0,4700.52,6738.36,9997.9,12493.83,21341.07,4203.81,121.25,495.77,1006.8,2170.0,3732.36,5171.47,7308.72,8795.48,13057.25,0.206
1961,47,625,1129288,5148.13,47.26,495.94,1042.02,2592.99,4500.0,6800.0,9029.45,10775.42,18356.69,4056.13,45.84,481.06,1008.66,2236.95,3592.0,5214.0,6695.14,7783.01,11766.51,0.2018
1961,48,616,1133918,4933.11,71.6,366.95,894.44,2281.7,4303.94,6228.85,8716.8,11955.79,23428.73,3899.17,69.45,355.94,867.61,2012.82,3454.76,4819.91,6491.92,8488.8,13879.2,0.1973
1961,49,610,1107102,4801.09,92.29,500.0,915.42,2113.88,4200.0,6000.0,8245.17,11005.25,22320.67,3802.8,89.52,485.0,887.96,1891.99,3382.0,4662.0,6185.36,7923.2,13447.06,0.1948
1961,50,607,1040380,4991.96,112.19,500.0,999.32,2302.61,4249.8,6313.22,8754.6,11850.99,23022.34,3942.13,108.82,485.0,969.34,2027.88,3416.86,4878.12,6516.49,8429.06,13720.71,0.196
1961,51,612,1046407,4877.43,133.36,515.89,1000.0,2445.18,4252.43,6105.15,9000.0,11139.46,20013.56,3858.52,129.36,500.41,970.0,2130.53,3418.7,4734.55,6676.0,8005.07,12499.7,0.1961
1961,52,596,1023260,4795.28,16.51,375.0,849.59,2120.0,4200.0,6150.68,8000.0,11207.57,21763.2,3798.7,16.01,363.75,824.1,1896.4,3382.0,4765.97,6026.0,8046.62,13229.65,0.1948
1961,53,532,940462,5104.68,63.27,500.0,900.0,2221.48,4161.53,6324.58,9000.0,11739.92,23299.22,4024.42,61.37,485.0,873.0,1969.47,3355.07,4885.96,6676.0,8365.75,13828.7,0.1938
1961,54,549,964269,4938.31,87.86,500.0,1000.0,2488.58,4200.65,6265.96,8449.51,10991.27,23891.59,3902.97,85.22,485.0,970.0,2161.78,3382.45,4845.51,6318.18,7914.67,14050.97,0.1948
1961,55,484,868556,4756.97,84.0,500.0,852.0,1965.14,3840.04,6000.0,9388.61,11932.12,25001.73,3771.88,81.48,485.0,826.44,1784.9,3130.03,4662.0,6928.6,8475.31,14450.62,0.1849
1961,56,508,918536,4966.19,20.66,357.84,671.15,2252.43,4146.02,6581.68,8700.47,11072.0,20087.26,3923.32,20.04,347.1,651.02,1991.75,3344.21,5063.36,6481.31,7963.92,12530.65,0.1934
1961,57,427,793455,4716.51,100.0,520.04,1065.91,2200.0,4200.0,6387.37,8304.69,10360.64,18052.24,3743.56,97.0,504.44,1030.64,1954.0,3382.0,4929.29,6224.05,7529.99,11629.51,0.1948
1961,58,422,766670,4175.8,1.0,391.53,800.0,2000.0,3569.11,5504.33,8003.4,9737.95,15000.0,3365.06,0.97,379.78,776.0,1810.0,2939.76,4316.16,6028.21,7150.15,10154.0,0.1763
1961,59,432,789940,4758.58,66.53,500.0,840.0,2000.0,4000.0,6000.0,9400.0,12000.0,17609.97,3773.01,64.53,485.0,814.8,1810.0,3242.0,4662.0,6936.0,8514.0,11430.49,0.1895
1961,60,342,610527,4777.01,16.89,499.58,1205.81,2400.0,3918.49,5911.87,9063.57,10780.61,21184.3,3785.91,16.38,484.59,1159.35,2098.0,3184.94,4601.19,6717.32,7786.17,12991.41,0.1872
1961,61,429,752675,4801.86,14.78,350.0,767.19,2000.0,4000.0,6000.0,9282.83,12001.52,24720.28,3803.36,14.34,339.5,744.17,1810.0,3242.0,4662.0,6859.84,8514.87,14349.3,0.1895
1961,62,310,543981,4853.48,31.61,569.64,995.57,2395.27,4084.6,6054.94,8573.41,11004.72,23149.8,3841.04,30.66,552.55,965.7,2094.59,3301.22,4699.91,6398.72,7922.88,13770.42,0.1918
1961,63,311,560278,4848.34,166.51,579.36,998.65,2176.09,4071.68,5868.42,8400.0,11883.86,24894.98,3837.29,161.51,561.98,968.69,1936.78,3292.18,4571.21,6286.0,8447.8,14412.19,0.1914
1961,64,256,470307,5437.51,112.55,584.91,1200.0,2500.0,4185.79,7000.0,10478.29,15000.0,21194.09,4267.38,109.17,567.36,1154.0,2170.0,3372.05,5352.0,7601.76,10154.0,12995.52,0.1944
1961,65,214,352262,4746.83,28.98,386.42,843.72,1723.67,3342.15,5239.42,7931.0,12849.33,39473.51,3764.78,28.11,374.83,818.41,1611.04,2776.35,4122.78,5981.15,8998.12,19128.05,0.1693
1961,66,186,318027,3795.4,4.28,460.12,640.19,1215.78,2508.35,4407.33,7165.68,10000.0,25376.71,3098.78,4.15,446.32,620.98,1168.52,2176.01,3527.13,5466.32,7310.0,14585.62,0.1325
1961,67,133,218495,4222.24,150.26,596.57,808.76,1488.44,2968.92,4630.34,7098.78,12000.0,31076.32,3397.57,145.75,578.67,784.5,1419.36,2507.62,3683.24,5420.16,8514.0,16533.19,0.1554
1961,68,115,198712,4167.08,161.4,812.97,1192.17,1849.58,2773.81,4770.55,7076.98,12054.77,23902.22,3358.96,156.56,788.58,1146.8,1701.7,2367.14,3781.39,5405.12,8545.22,14054.8,0.1466
1961,69,124,226610,3941.09,82.33,302.26,672.9,1400.59,2359.72,4511.42,7987.88,10470.0,22186.91,3200.76,79.86,293.19,652.71,1338.54,2069.0,3599.99,6018.12,7596.7,13394.89,0.1232
1961,70,90,152981,3427.79,360.0,593.73,693.18,1088.36,2240.72,3974.34,6995.81,9446.9,20258.41,2838.01,349.2,575.92,672.38,1051.29,1983.32,3224.04,5349.11,6966.48,12602.53,0.1149
1961,71,88,162131,3031.13,5.0,530.99,667.19,1106.99,2038.2,3918.97,6673.29,8957.92,13412.86,2552.41,4.85,515.06,647.17,1068.43,1837.5,3185.28,5126.57,6648.65,9319.33,0.0985
1961,72,73,123554,3192.43,156.0,728.01,1069.22,1441.47,2519.03,3889.24,5715.99,9873.52,10917.81,2668.55,151.32,706.17,1033.68,1376.15,2183.7,3164.47,4466.03,7232.85,7869.86,0.1331
1961,73,54,92387,3162.71,336.0,381.85,604.7,1157.62,1972.86,4346.47,6032.21,8996.85,13744.49,2647.15,325.92,370.39,586.56,1115.01,1790.46,3484.53,4684.22,6673.95,9501.13,0.0925
1961,74,57,105463,3488.36,50.0,591.11,920.06,1341.96,2692.27,3839.57,5542.49,7521.4,21253.97,2881.62,48.5,573.38,892.46,1284.6,2308.43,3129.7,4344.02,5711.77,13020.67,0.1426
1961,75,42,74216,4240.35,435.0,452.76,515.23,1045.34,1560.27,3585.53,15392.45,18705.23,25100.0,3410.25,421.95,439.18,499.77,1011.71,1485.45,2951.58,10358.07,11923.35,14486.0,0.048
1962,16,192,416385,271.03,5.0,15.0,25.0,55.02,150.0,359.24,650.87,872.11,1824.59,262.56,4.84,14.53,24.22,53.3,145.31,348.01,630.53,844.86,1681.42,0.0312
1962,17,213,463781,684.5,4.95,26.48,57.63,169.67,450.0,900.0,1407.79,2278.7,3842.16,663.11,4.8,25.65,55.83,164.37,435.94,871.88,1343.41,2007.82,3126.71,0.0312
1962,18,279,633185,912.13,20.0,77.16,141.79,322.35,724.37,1201.48,2000.0,2367.19,3203.15,883.63,19.38,74.75,137.36,312.28,701.73,1153.86,1807.5,2071.42,2672.26,0.0312
1962,19,378,875271,1648.6,29.72,99.19,200.0,548.05,1212.56,2549.15,3373.13,4022.2,5523.34,1554.93,28.79,96.09,193.75,530.92,1164.04,2202.2,2794.44,3252.51,4324.04,0.04
1962,20,376,905613,2044.04,25.0,100.0,250.0,694.97,1812.98,3000.0,4000.0,4946.94,6000.0,1839.15,24.22,96.88,242.19,673.25,1673.08,2526.25,3237.0,3903.27,4656.0,0.0772
1962,21,337,827613,2512.78,30.97,135.97,374.13,1041.45,2400.0,3604.93,4795.9,5384.71,7168.52,2176.06,30.0,131.72,362.44,1006.83,2095.0,2960.94,3793.14,4222.84,5462.28,0.1271
1962,22,340,819301,2873.71,50.0,400.0,671.2,1533.8,2877.21,4000.0,5087.94,5552.2,7346.83,2435.48,48.44,387.5,650.23,1459.18,2437.99,3237.0,4006.2,4345.11,5585.31,0.1527
1962,23,333,821356,2976.45,112.63,400.0,721.03,1554.38,2800.0,4316.44,5322.33,6000.0,6534.25,2509.32,109.11,387.5,698.5,1478.09,2382.5,3458.11,4177.3,4656.0,5024.63,0.1491
1962,24,330,792356,3626.39,45.81,439.96,985.75,2190.45,3500.0,5000.0,6200.0,7000.0,8292.9,2975.94,44.38,426.21,954.95,1944.39,2885.62,3942.0,4794.0,5346.0,6210.39,0.1755
1962,25,285,706190,3612.84,191.34,493.38,837.83,1847.35,3647.92,5007.42,6361.06,7080.59,8488.89,2966.47,185.36,477.96,811.65,1697.78,2990.98,3947.42,4905.13,5401.61,6337.78,0.1801
1962,26,304,742797,3986.14,81.39,397.95,900.0,2191.23,4050.44,5438.44,6589.97,7499.47,8694.23,3227.32,78.85,385.51,871.88,1944.95,3272.24,4262.06,5063.08,5690.63,6471.25,0.1921
1962,27,344,835092,4308.29,147.96,783.4,1432.78,3000.0,4100.0,5500.0,7068.91,8237.76,10506.16,3452.42,143.34,758.92,1366.37,2526.25,3306.88,4307.0,5393.55,6174.54,7612.76,0.1934
1962,28,356,862889,4244.0,31.9,537.89,901.44,2500.0,4165.76,5789.94,7205.91,8047.18,10595.36,3407.49,30.9,521.08,873.27,2166.88,3352.82,4511.06,5488.08,6050.67,7667.17,0.1951
1962,29,351,849468,4800.49,50.0,423.52,1178.06,2517.15,4619.66,6500.0,8088.17,9099.53,15594.29,3796.36,48.44,410.28,1132.34,2179.2,3669.99,5001.0,6077.31,6734.69,10457.03,0.2056
1962,30,335,818825,4692.45,161.94,538.34,901.21,2500.0,4501.71,6000.0,8021.31,9604.55,16427.2,3720.85,156.88,521.52,873.05,2166.88,3587.57,4656.0,6033.85,7062.78,10857.06,0.2031
1962,31,353,827875,4698.8,97.92,492.48,1200.0,2971.19,4619.27,6285.2,7749.93,8688.8,12038.86,3725.29,94.86,477.09,1152.5,2505.54,3669.71,4852.79,5857.45,6467.72,8530.15,0.2056
1962,32,375,859059,4698.43,77.37,488.62,850.97,2533.69,4597.88,6422.15,8033.51,10000.0,12256.6,3725.03,74.95,473.35,824.38,2191.09,3654.77,4947.28,6041.78,7304.0,8654.26,0.2051
1962,33,392,911352,5006.21,42.48,368.82,900.0,2883.82,5000.0,6503.12,8285.2,10000.0,16962.78,3946.53,41.15,357.29,871.88,2442.75,3942.0,5003.15,6205.38,7304.0,11114.13,0.2116
1962,34,424,965577,4909.97,95.41,570.08,932.17,2443.18,4800.0,6705.6,8630.91,9600.0,15015.17,3876.28,92.43,552.26,903.04,2126.04,3796.0,5142.86,6430.09,7060.0,10155.89,0.2092
1962,35,447,1031557,5146.4,130.33,500.0,1160.48,2978.89,5000.0,6998.96,9060.98,10594.1,15209.79,4048.87,126.26,484.38,1116.19,2511.08,3942.0,5345.28,6709.64,7666.4,10257.09,0.2116
1962,36,471,1063001,5363.33,109.49,619.68,1176.92,3000.0,5000.0,7000.0,9926.69,11964.18,15875.28,4207.23,106.07,600.31,1131.3,2526.25,3942.0,5346.0,7259.28,8487.58,10592.13,0.2116
1962,37,434,965023,5236.04,178.64,497.64,1389.9,2895.17,5000.0,6967.78,9024.65,11026.11,17761.6,4114.31,173.06,482.09,1326.97,2450.9,3942.0,5323.77,6686.02,7929.93,11492.72,0.2116
1962,38,451,1014387,5131.29,51.4,500.0,1177.31,2846.38,4500.0,6500.0,9305.51,12000.0,17403.56,4037.84,49.79,484.38,1131.65,2415.84,3586.38,5001.0,6868.58,8508.0,11325.71,0.203
1962,39,429,965766,5350.99,52.46,698.15,1200.0,3000.0,5000.0,6917.83,9971.96,12006.13,16399.05,4198.22,50.82,676.33,1152.5,2526.25,3942.0,5289.3,7286.9,8511.49,10843.54,0.2116
1962,40,440,995899,5656.64,100.87,765.57,1396.36,3000.0,5100.0,7243.99,9753.17,12000.0,19277.78,4419.08,97.72,741.65,1332.91,2526.25,4015.0,5514.35,7153.43,8508.0,12175.0,0.2127
1962,41,466,1062365,5178.69,85.58,426.31,934.85,2534.55,4800.0,7045.76,9223.21,11000.0,16415.27,4072.44,82.91,412.99,905.64,2191.71,3796.0,5377.57,6815.09,7914.0,10851.33,0.2092
1962,42,468,1089563,5471.94,200.0,784.4,1300.0,2986.76,5000.0,7000.0,10000.0,12000.0,19959.26,4286.52,193.75,759.89,1244.38,2516.73,3942.0,5346.0,7304.0,8508.0,12470.89,0.2116
1962,43,462,1046127,5036.9,14.4,484.21,1000.0,2612.84,4626.92,6500.0,9000.42,11538.28,17646.58,3968.94,13.95,469.08,968.75,2247.98,3675.06,5001.0,6670.27,8242.35,11440.96,0.2057
1962,44,469,1068117,5505.54,100.0,600.0,1171.75,2600.0,4799.16,7000.0,10000.0,12000.0,26155.73,4311.04,96.88,581.25,1126.55,2238.75,3795.41,5346.0,7304.0,8508.0,14860.06,0.2092
1962,45,456,1054925,5313.69,39.04,469.09,1100.0,2825.72,4791.56,6769.65,8967.2,12000.0,20322.12,4170.99,37.82,454.43,1060.62,2400.99,3790.1,5187.06,6648.68,8508.0,12623.29,0.209
1962,46,401,935750,5219.15,60.0,544.01,1095.75,2500.0,4322.49,6672.17,9534.57,12031.67,20000.0,4101.98,58.12,527.01,1056.72,2166.88,3462.34,5119.8,7017.47,8526.05,12488.0,0.199
1962,47,428,967899,5163.15,100.0,600.0,1043.97,2400.0,4590.44,6802.3,9801.6,11552.0,21846.51,4061.1,96.88,581.25,1009.15,2095.0,3649.57,5209.59,7182.98,8250.72,13256.14,0.205
1962,48,448,1019133,5272.72,75.57,504.29,1168.26,2400.0,4600.0,6434.56,9851.74,11319.45,23200.4,4141.09,73.21,488.53,1123.34,2095.0,3656.25,4955.85,7213.56,8108.86,13784.16,0.2052
1962,49,458,1042047,5291.0,110.45,499.37,1000.0,2500.0,4781.5,6500.0,9358.41,12357.81,22740.4,4154.43,107.0,483.76,968.75,2166.88,3783.07,5001.0,6902.97,8711.95,13604.76,0.2088
1962,50,432,981611,5163.92,55.67,515.85,1017.87,2425.6,4671.22,6715.06,9979.4,11427.56,22496.49,4061.66,53.93,499.73,985.17,2113.4,3706.01,5149.39,7291.43,8174.81,13509.63,0.2066
1962,51,387,868277,5339.72,50.0,800.0,1388.51,2600.0,4812.29,6534.61,9347.45,11663.9,24071.4,4190.0,48.44,775.0,1325.69,2238.75,3804.97,5024.88,6895.84,8316.42,14109.7,0.2093
1962,52,362,825112,4775.79,200.0,679.54,1067.21,2299.65,4291.99,6150.0,8500.0,10474.92,16979.52,3779.08,193.75,658.3,1030.5,2022.87,3441.03,4759.5,6345.0,7593.7,11122.17,0.1983
1962,53,362,806844,4989.13,48.23,490.93,798.2,2003.02,4318.01,6469.96,10000.0,12777.35,19329.1,3934.06,46.72,475.59,773.26,1809.67,3459.21,4980.27,7304.0,8951.09,12198.09,0.1989
1962,54,423,965877,4995.66,112.19,539.16,1051.74,2324.16,4408.23,6559.32,9295.01,11000.0,17335.91,3938.83,108.68,522.31,1016.29,2040.49,3522.25,5041.93,6861.76,7914.0,11293.24,0.201
1962,55,352,825542,4693.48,30.18,500.0,1200.0,2258.38,4304.42,6195.64,8291.2,10000.0,16658.44,3721.57,29.24,484.38,1152.5,1993.21,3449.71,4790.99,6209.28,7304.0,10968.05,0.1986
1962,56,343,797342,4666.58,69.95,650.0,1012.41,2398.88,4000.0,6088.79,9000.0,10016.55,15696.39,3702.77,67.76,629.69,980.15,2094.2,3237.0,4717.27,6670.0,7314.1,10506.27,0.1908
1962,57,312,747986,4638.13,64.65,400.0,788.15,2000.0,4243.16,6337.78,9530.32,10581.63,14139.11,3682.89,62.63,387.5,763.52,1807.5,3406.91,4889.07,7014.71,7658.79,9700.34,0.1971
1962,58,259,632820,4858.55,18.22,415.91,1000.0,2303.96,4003.8,6129.38,8388.21,11056.25,22383.29,3838.74,17.65,402.91,968.75,2025.97,3239.66,4745.27,6272.34,7948.31,13465.48,0.1909
1962,59,263,630083,4946.8,88.55,500.0,936.12,2219.09,4212.17,6375.04,9000.0,12000.69,20462.83,3903.16,85.78,484.38,906.87,1964.97,3385.25,4914.78,6670.0,8508.39,12682.39,0.1963
1962,60,287,677540,5454.76,25.81,448.22,1117.04,2432.74,4500.0,6369.34,9272.73,12738.65,31102.31,4273.97,25.0,434.21,1076.28,2118.53,3586.38,4910.84,6847.27,8929.03,16535.76,0.203
1962,61,243,569175,5179.96,1.0,473.72,1000.0,2456.51,4205.63,6050.44,9500.0,12290.14,25000.0,4073.37,0.97,458.92,968.75,2135.62,3380.68,4690.8,6995.0,8673.38,14444.0,0.1962
1962,62,238,556416,4791.45,116.24,511.39,859.09,1792.05,4020.37,5754.07,9749.47,12955.87,22834.22,3790.03,112.61,495.41,832.24,1658.04,3251.23,4486.31,7151.18,9052.85,13641.35,0.1913
1962,63,183,433705,4650.4,281.3,714.18,1014.73,1982.03,3882.35,5983.75,8600.39,11379.87,16484.37,3691.47,272.51,691.86,982.28,1794.58,3154.79,4644.79,6410.25,8145.72,10884.5,0.1874
1962,64,162,375990,4705.54,18.24,400.0,740.56,2001.76,4108.71,6130.49,8907.8,11114.57,19432.06,3730.0,17.67,387.5,717.42,1808.76,3312.96,4746.04,6610.07,7983.89,12244.43,0.1937
1962,65,134,312774,3931.45,137.55,699.57,1003.58,1671.02,3052.45,4987.96,7863.92,10003.85,17643.7,3189.1,133.25,677.71,972.04,1571.05,2563.95,3933.21,5931.55,7306.35,11439.67,0.16
1962,66,84,189820,4065.32,92.23,542.71,734.45,1579.26,2805.75,4997.72,6869.48,8271.11,23336.7,3282.64,89.35,525.75,711.5,1500.95,2386.63,3940.34,5255.94,6196.22,13837.31,0.1494
1962,67,114,264143,3741.01,100.0,652.04,783.5,1543.78,2685.03,4480.92,6535.09,9837.7,20114.07,3056.03,96.88,631.66,759.02,1468.35,2299.87,3573.04,5025.21,7205.0,12535.91,0.1434
1962,68,65,145418,3311.01,508.0,763.42,911.74,1234.96,2433.23,3644.1,4937.81,6368.81,21578.78,2749.79,492.12,739.56,883.25,1184.62,2118.88,2988.31,3896.6,4910.48,13151.09,0.1292
1962,69,75,172304,3943.39,1.0,803.55,974.35,1508.17,2657.66,4771.6,7981.21,11582.66,19523.48,3197.44,0.97,778.44,943.9,1435.63,2280.19,3776.16,6007.79,8269.42,12285.57,0.142
1962,70,59,136010,5021.27,300.0,677.02,1007.46,1662.04,2631.4,4234.3,8240.26,9876.63,52239.7,3957.53,290.62,655.86,975.6,1564.59,2261.32,3400.72,6176.17,7228.74,22227.94,0.1406
1962,71,50,111170,4370.25,199.0,463.19,1035.7,1405.21,2235.26,3282.76,8109.84,12245.61,33612.02,3495.71,192.78,448.72,1001.55,1341.04,1976.59,2729.48,6091.4,8648.0,17363.61,0.1157
1962,72,48,108656,3963.65,500.0,707.02,911.01,1344.81,2548.62,4823.89,6553.39,11903.43,21844.38,3211.6,484.38,684.93,882.54,1285.54,2201.82,3813.44,5037.84,8452.96,13255.31,0.1361
1962,73,41,93742,2679.16,480.0,910.26,977.01,1599.32,2120.05,3449.87,3996.93,6062.61,9626.17,2295.65,465.0,881.81,946.48,1519.38,1893.79,2849.59,3234.85,4699.2,7075.96,0.1067
1962,74,31,70985,2994.03,481.0,491.89,908.31,1580.01,2146.72,3947.6,5027.3,6558.64,8365.09,2521.96,465.97,476.52,879.93,1501.63,1912.95,3200.39,3961.93,5041.46,6257.31,0.1089
1962,75,29,70279,3422.8,900.0,900.0,986.74,1322.72,2358.89,3768.55,6987.48,9369.09,13131.07,2830.14,871.88,871.88,955.9,1265.25,2065.45,3075.27,5337.36,6909.91,9152.71,0.1244
1963,16,266,618811,334.81,2.0,19.92,25.0,50.0,150.0,400.0,786.09,1205.59,2125.64,322.67,1.93,19.2,24.09,48.19,144.56,385.5,757.59,1151.61,1907.94,0.0362
1963,17,388,903846,552.4,10.84,25.0,57.47,150.0,390.41,730.05,1208.98,1598.33,2596.4,532.38,10.45,24.09,55.39,144.56,376.26,703.59,1154.71,1510.47,2258.07,0.0362
1963,18,425,1035407,961.01,26.18,60.0,120.37,300.0,680.0,1301.24,2155.66,3000.0,4095.22,926.17,25.23,57.83,116.01,289.12,655.35,1239.01,1930.27,2554.25,3347.96,0.0362
1963,19,515,1280079,1611.72,27.74,98.98,200.0,600.0,1300.0,2424.59,3400.0,3993.99,5000.0,1520.83,26.73,95.39,192.75,578.25,1237.88,2130.29,2847.75,3275.71,4001.0,0.0478
1963,20,571,1514398,2190.97,11.61,94.56,200.0,700.0,2075.86,3332.11,4404.37,5000.0,5846.05,1956.53,11.19,91.13,192.75,674.62,1870.68,2797.94,3568.62,4001.0,4625.7,0.0988
1963,21,612,1607170,2515.25,50.0,200.0,444.52,1183.16,2500.0,3508.32,4631.01,5346.2,6511.05,2197.72,48.19,192.75,428.41,1131.11,2186.38,2927.23,3730.38,4260.65,5097.85,0.1255
1963,22,549,1423895,2795.39,50.81,295.05,550.0,1300.0,2600.91,4000.0,5200.05,6000.0,7825.39,2404.12,48.97,284.35,530.06,1237.88,2261.42,3280.0,4151.04,4735.0,6024.27,0.1305
